domain,mode,param,head,n_frames,accuracy,kappa,n_sequences,n_transitions,true_flips,pred_flips,true_flip_rate,pred_flip_rate,flip_rate_ratio,excess_flips
CR,hmm_prior_train,mix=1;strength=8;prior=2,mean,82641,0.543080025894054,0.399667624758951,9,82632,31,48,0.0003751573240391132,0.0005808887598024978,1.5483870967741935,17
CR,hmm_prior_uniform,mix=1;strength=8;prior=0.25,mean,82641,0.4973533424812491,0.32102737850610163,9,82632,31,69,0.0003751573240391132,0.0008350275922160906,2.225806451612903,38
CR,hmm_prior_uniform,mix=1;strength=8;prior=0.5,mean,82641,0.39430829325645284,0.19528660921507215,9,82632,31,93,0.0003751573240391132,0.0011254719721173396,3.0,62
CR,hmm_prior_uniform,mix=1;strength=8;prior=1,mean,82641,0.23719616965070237,0.10535901535864295,9,82632,31,86,0.0003751573240391132,0.0010407590279794753,2.774193548387097,55
CR,hmm_prior_uniform,mix=1;strength=8;prior=1.5,mean,82641,0.20514489964673735,0.10145985473235311,9,82632,31,75,0.0003751573240391132,0.0009076386871914028,2.4193548387096775,44
CR,hmm_prior_uniform,mix=1;strength=8;prior=2,mean,82641,0.17504597118350781,0.1108238765485852,9,82632,31,46,0.0003751573240391132,0.0005566850614773937,1.4838709677419355,15
CR,hmm_prior_val_oracle,mix=1;strength=8;prior=0.25,mean,82641,0.5771746042793781,0.40741554213661757,9,82632,31,58,0.0003751573240391132,0.0007019072514280181,1.8709677419354838,27
CR,hmm_prior_val_oracle,mix=1;strength=8;prior=0.5,mean,82641,0.5534949381063676,0.3650902925705595,9,82632,31,52,0.0003751573240391132,0.0006292961564527059,1.6774193548387097,21
CR,hmm_prior_val_oracle,mix=1;strength=8;prior=1,mean,82641,0.5256538170330306,0.2990498100134492,9,82632,31,53,0.0003751573240391132,0.000641398005615258,1.7096774193548387,22
CR,hmm_prior_val_oracle,mix=1;strength=8;prior=1.5,mean,82641,0.5035612473560912,0.28291311786269213,9,82632,31,54,0.0003751573240391132,0.00065349985477781,1.7419354838709677,23
CR,hmm_prior_val_oracle,mix=1;strength=8;prior=2,mean,82641,0.49376918419103605,0.27097715123616123,9,82632,31,63,0.0003751573240391132,0.0007624164972407784,2.032258064516129,32
