corpus,branch,source_mode,smoother,param,group,n_frames,ccc,mae,rmse,pearson,novice_n_frames,novice_ccc,novice_mae,novice_rmse,novice_pearson,expert_n_frames,expert_ccc,expert_mae,expert_rmse,expert_pearson
noxi,metadata_head,shared,ema,0.35,overall,577136,0.856027368967275,0.056074536228687515,0.0722667783061205,0.8566874711541801,288568,0.6745015131716966,0.05508902004025119,0.0713039630892528,0.6775805647920009,288568,0.8369638912095562,0.05706005241712384,0.07321693343249505,0.8399220165355119
noxi,metadata_head,role,center_median,5,overall,577136,0.8559546737872412,0.05618719425947106,0.07242567997175679,0.8566431569851074,288568,0.6782204928945565,0.05468911649329287,0.07105200111130312,0.6811485405853256,288568,0.8374537157123084,0.05768527202564925,0.07377378515992009,0.8390965754107108
noxi,metadata_head,shared,deadband,0.01:0.5,overall,577136,0.8558498120625214,0.05609280928499945,0.07228275005842891,0.8565369454737232,288568,0.6742828290961997,0.05508776715797677,0.07127637528541339,0.6774227093839916,288568,0.836602522595772,0.057097851412022144,0.07327530442237357,0.8395999383120395
noxi,metadata_head,shared,deadband,0.01:1,overall,577136,0.8557784685927219,0.05615236298913079,0.07234942949309316,0.8564198819452976,288568,0.6743995482623647,0.05515363555463886,0.07136468065539726,0.6773887564816539,288568,0.8366330574794317,0.05715109042362273,0.07332095369609755,0.8395258417792674
noxi,metadata_head,shared,causal_mean,5,overall,577136,0.85568921851877,0.05613726851493842,0.07235490660003278,0.8563459471998102,288568,0.6737987052985158,0.05514946923376749,0.07138880399004338,0.6768615235741493,288568,0.8365734115837777,0.05712506779610935,0.07330827840749025,0.8395225378574167
noxi,metadata_head,shared,causal_median,5,overall,577136,0.8556130911726119,0.056158001213390346,0.0723807412415414,0.8562631846973284,288568,0.6736533334964864,0.055171781928884125,0.07141606518392064,0.6766999377749561,288568,0.8364925405386469,0.05714422049789655,0.0733327282936885,0.8394302429584684
noxi,metadata_head,shared,ema,0.2,overall,577136,0.855513316599231,0.056136669221897924,0.07236186211329976,0.8562047783659152,288568,0.6730654377928278,0.05515105680953043,0.07138366677499253,0.676261426238251,288568,0.8363062488116009,0.05712228163426542,0.07332700931283942,0.8393393608464312
noxi,metadata_head,shared,deadband,0.005:0.2,overall,577136,0.8554823498967326,0.0561343696962592,0.07236116035964718,0.8561818174476096,288568,0.6729816927350534,0.05514510665365819,0.07137775661500421,0.6761958264375109,288568,0.8362530388590509,0.05712363273886019,0.07333137744375441,0.8393003236470258
noxi,metadata_head,role,ema,0.7,overall,577136,0.8553095373180684,0.05632901699327083,0.07261064862939513,0.8559803666140658,288568,0.6770900678573116,0.05482135862198397,0.07122941391009394,0.6799376119683227,288568,0.8367282690148541,0.05783667536455768,0.07396609481909586,0.8383284857120195
noxi,metadata_head,role,identity,none,overall,577136,0.8552863459899172,0.056343842594498914,0.07262518820215978,0.855950130486987,288568,0.6771250003215626,0.05483488132669141,0.07124430379235246,0.6799457226531137,288568,0.8367102788364881,0.05785280386230641,0.0739803021076641,0.838295423048742
noxi,metadata_head,role,ema,0.5,overall,577136,0.8552607056565873,0.05632616919548896,0.07261367098969294,0.8559389820699438,288568,0.676893630398081,0.0548200907126517,0.07123098342469136,0.6797694539373815,288568,0.8366619902074841,0.05783224767832622,0.0739705172994626,0.8382778751244804
noxi,metadata_head,shared,deadband,0.01:0.2,overall,577136,0.8552607039457365,0.056139937216853744,0.07237180330039485,0.8560042281964075,288568,0.6726813771588963,0.0551224313829958,0.07133618085676698,0.6759897127983954,288568,0.8357924341803951,0.05715744305071168,0.07339281386261681,0.8389165978919286
